Title,MH1843,HGPP1849,HT1886,CS1908,CH1941,SDAH,NZK,WN,HSAB1852,HT1869
O worship the Lord in the beauty,,,,,6,6,,,,
O worship the Lord in the beauty of holiness,,,,220,,,,,,
"O Zion, haste, thy mission high",,,,,449,365,,,,
"O, Comfort to the dreary!",,,,117,,,,,,
"O, could I find, from day to day",,,,,322,,,,,
"O, could I find, from day to day",,,,162,,,,,,
"O, for a closer walk with God",,,,,383,,,,,
"O, for a closer walk with God!",,,,160,,,,,,
"O, happy day! that fixed my choice",,,,399,,,,,,
"O, how happy are they",,,,394,,,,,,
"O, spread the tidings round",,,,,526,,,,,
"O, spread the tidings round",,,,193,,,,,,
"O, tell me, Thou life and delight",,,,,400,,,,,
"O, the best Friend to have.....",,,,,528,,,196,,
"O, the bitter pain and sorrow",,,,218,,,,,,
O’er the distant mountain breaking,,,,935,,,,,,
Of the Father's love begotten,,,,,,116,,,,
Oh for a thousand tongues to sing.,,,,450,155,250,,26,,
"Oh, bliss of the purified! bliss of the free!",,,,240,,,,,,
"Oh, for a heart to praise my God!",,,,183,,,,,,
"Oh, glory to God! it is coming again",,,,880,,,,,,
"Oh, the best friend to have is Jesus",,,,50,,,,,,
"Oh, to be “Kept for Jesus!”",,,,598,,,,,,
"Oh, where are kings and empires now",,,,727,,,,,,
Old Hundredth,,,,,683,,,,,
On a hill far away stood an old rugged,,,,,533,159,,,,
On Calvary's Brow,,,,,,,,41,,
On hills and vales of heaven,,,,,98,,,,,
On Jordan's banks the Baptist.,,,,,,333,,,,
On Jordan's stormy banks....,,,,,553,620,178,262,,
On Jordan’s stormy banks I stand,,,,905,,,,,,
On our way rejoicing,,,,659,,,,,,
On our way rejoicing.,,,,,,68,,,,
On presentation of offering,,,,472,,,,,,
On the cross,,,,82,,,,,,
On the mountain,,,,692,,,,,,
On the mountain top,,,,934,,,,,,
On the shore beyond the sea,,,,,657,,,,,
On the shore beyond the sea,,,,546,,,,,,
On the shore beyond the sea.,,,,,657,,,88,,
On Thee my hopes repose,,,,612,,,,,,
On Thy care,,,,745,,,,,,
On time,,,,272,,,,,,
On trifling cares,,,,184,,,,,,
On wings of living light,,,,,133,,,,,
Once in Jerusalem of old,,,,,473,,,,,
Once in royal David's city,,,,,424,149,,,,
"Once more, my soul, the rising day",,,,447,,,,,,
Once our blessed Christ of beauty,,,,,,178,,,,
Once to every man and nation,,,,,513,606,,,,
One above all others,,,,171,,,,,,
One foundation,,,,619,,,,,,
One Foundation.,,,,,433,,,,,
One living faith,,,,790,,,,,,
One more day's work for Jesus,,,,,622,,,,,
One more day’s work for Jesus,,,,549,,,,,,
"One precious boon, O Lord, I seek",,,,,338,,,,,
"One precious boon, O Lord, I seek",,,,799,,,,,,
One sweetly solemn thought,,,,882,,,,,,
One sweetly solemn thought.,,,,,352,,153,222,,
One there is above all others,,,,171,,,,,,
One there is above all others,,,,238,,,,,,
One thing I of the Lord desire,,,,,634,,116,163,,
One thing I of the Lord desire,,,,,634,,,,,
One thing I of the Lord desire,,,,19,,,,,,
"One tho’t I have, my ample creed",,,,434,,,,,,
Only a step,,,,60,,,,,,
Only Thee,,,,303,,,,,,
Only Thee.,,,,,580,,,,,
Only trust Him,,,,95,,,,,,
Only Trust Him.,,,,,567,279,,,,
Only two ways,,,,11,,,,,,
"Onward, Christian soldiers",,,,656,,,,,,
"Onward, Christian soldiers!.",,,,,360,612,65,96,,
Open my eyes....,,,,,,326,,,,
Open now Thy gates of beauty,,,,,,45,,,,
Ordination Hymn,,,,,,,194,,,
Our banner,,,,657,,,,,,
"Our blest Redeemer, ere He breathed",,,,,214,,,,,
"Our blest Redeemer, ere He breathed",,,,459,,,,,,
Our day of praise is done,,,,,58,,,,,
Our endeavor,,,,623,,,,,,
Our exiled fathers,,,,817,,,,,,
Our Father by whose name.,,,,,,650,,,,
Our Father which art in heaven,,,,469,,,,,,
Our final rest,,,,920,,,,,,
Our God is a God of love,,,,249,,,,,,
Our help in ages past,,,,725,,,,,,
Our King,,,,256,,,,,,
Our Lord is now rejected,,,,857,,,,,,
Our Lord is risen from the dead,,,,,132,,,,,
Our Pa rting Hymn,,,,,34,,,,,
Our parting hymn,,,,382,,,,,,
Our Saviour’s voice is soft and sweet,,,,407,,,,,,
Our Song of Praise,,,,,22,,,,,
Our song of praise,,,,375,,,,,,
Our surest stay,,,,307,,,,,,
Our sweetest songs of gladness,,,,256,,,,,,
Our words,,,,832,,,,,,
Out from the camp-fire’s red glowing,,,,592,,,,,,
Out from the campfire's red glowing,,,,,501,,,,,
"Out of my bondage, sorrow.......",,,,,,292,,,,
Out on an ocean all boundless we ride,,,,,661,,,,,
Out on an ocean all boundless we ride,,,,740,,,,,,
Out upon an angry ocean,,,,545,,,,,,
Outside the door,,,,,231,,,,,
Outside the door,,,,118,,,,,,
Over the Line,,,,,570,,,,,
Over the line,,,,9,,,,,,
Over yonder.,,,,,,431,,,,
"Pardon, peace, and power",,,,195,,,,,,
Parting with self,,,,169,,,,,,
Pass me not,,,,87,,,,,,
"Pass me not, O gentle Savior",,,,87,559,569,22,22,,
Patience bids us wait,,,,938,,,,,,
Peace on earth,,,,244,,,,,,
Peace upon earth! the angels sang,,,,244,,,,,,
"Peace, Be Still!",,,,,677,,,,,
"Peace, be still!",,,,584,,,,,,
"Peace, perfect peace, in this dark world",,,,,311,463,,,,
Peace: perfect peace!,,,,271,,,,,,
Penitence,,,,126,,,,,,
Perfect,,,,365,,,,,,
"Pilgrims, on!",,,,642,,,,,,
"Pilgrims, on! the day is dawning",,,,,373,,,,,
Pillar of fire,,,,529,,,,,,
Pilot me,,,,652,,,,,,
Place of sacred rest,,,,900,,,,,,
Planting Sharon’s Rose,,,,638,,,,,,
Portuguese Hymn.,,,,,255,,,,,
Power to obey,,,,376,,,,,,
Praise and thanksgiving.,,,,,,563,,,,
Praise for truth,,,,440,,,,,,
"Praise God, from whom all blessings flow",,53,,470,683,694,12,13,,
"Praise God, from whom all blessings flow",,,,470,,,,,,
"Praise God, from whom all....",,53,,470,683,695,12,13,,
Praise Him,,,,427,,,,,,
Praise Him praise Him,,,,,,,205,,,
"Praise Him, Praise Him, all ye Little Children.",,,,,,,,306,,
"Praise Him, praise Him....",,,,,645,249,,,,
Praise Him! praise Him!,,,,226,,,,,,
Praise the King of heaven,,,,268,,,,,,
Praise the Lord,,,,351,,,,,,
Praise the Lord,,,,378,,,,,,
"Praise the Lord, His glories show.",,,,,16,25,,,,
"Praise the Lord, you heavens",,,,,,26,,,,
Praise the Lord.,,,,,647,,,,,
Praise to Him by whose kind favor,,,,440,,,,,,
Praise to Jesus,,,,324,,,,,,
Praise to the Lord,,,,,12,1,,,,
Praise we the Lord,,,,,,28,,,,
Praise ye Jehovah’s name,,,,260,,,,,,
Praise ye the Father,,,,377,,,,,,
Praise ye the Father for His loving,,,,,9,70,,,,
Praise ye the Lord,,,,378,,,,,,
Praise ye the Lord 'tis good to raise,,,,,14,,,,,
"Praise, 0 praise our God and King",,,,,10,,,,,
"Praise, my soul, the King of",,,,,,4,,,,
"Praise, my soul, the King of Heaven",,,,268,,,,,,
"Praise, O praise our God and King!",,,,427,,,,,,
Pray for reapers,,,,700,,,,,,
Pray for the erring,,,,550,,,,,,
Prayer,,,,437,,,,,,
Prayer for the children,,,,346,,,,,,
Prayer is the soul's sincere desire,,,,,319,,,,,
Preach My gospel,,,,773,,,,,,
Precious Name,,,,,523,,,,,
Precious name,,,,216,,,,,,
Precious promise,,,,601,,,,,,
"Prince of Peace, control my will",,,,,117,153,,,,
"Prince of Peace, control my will",,,,785,,,,,,
Protect us,,,,816,,,,,,
Psalm of praise,,,,337,,,,,,
Pure gold,,,,69,,,,,,
Pure in heart,,,,287,,,,,,
Purer yet and purer,,,,,388,,,,,
Purer yet and purer,,,,338,,,,,,
Raise the standard high,,,,,500,,,,,
Ready to do His will,,,,600,,,,,,
Ready to suffer grief or pain,,,,600,,,,,,
Recessional,,,,,505,,,,,
Redeemed,,,,199,,,,,,
Redeemed! how I love to proclaim,,,,,635,337,35,44,,
Redeemed! how I love to proclaim,,,,,635,338,35,44,,
Redeemed! how I love to proclaim it,,,,,635,,,,,
Redemption nigh,,,,939,,,,,,
"Refining fire, go thro’ my heart",,,,99,,,,,,
Rejoice and be glad,,,,397,,,,,,
"Rejoice, rejoice, believers.",,,,,,599,,,,
"Rejoice, the Lord is King.",,,,,,221,,,,
"Rejoice, ye pure in heart",,,,,17,27,,,,
Remember Me,,,,,124,,,,,
Remember me,,,,150,,,,,,
Remember me,,,,674,,,,,,
Repeating Calvary,,,,23,,,,,,
Repose,,,,840,,,,,,
Rescue the perishing,,,,479,,,,,,
Rescue the perishing.,,,,,623,367,56,77,,
Rest for the toiling hand,,,,940,,,,,,
Rest for the weary,,,,928,,,,,,
Rest found,,,,153,,,,,,
Rest in Thee,,,,831,,,,,,
Rest of the weary,,,,340,,,,,,
"Return, 0 wanderer, return",,,,,221,,,,,
"Return, O wanderer!",,,,167,,,,,,
Revive Thy work,,,,711,,,,,,
Revive us again,,,,396,,,,,,
Ride on! ride on in majesty,,,,,127,160,,,,
"Ring out, wild bells, to the wild sky",,,,,514,,,,,
Ring the bells of heaven,,,,29,,,,,,
"Rise up, O church of God",,,,,,615,,,,
"Rise up, O men of God.",,,,,,615,,,,
"Rise up, shepherd, and follow.",,,,,,138,,,,
"Rise, my soul",,,,682,,,,,,
"Rise, my soul, and stretch.",,,,,668,630,,,,
Rock of Ages,,,,654,,,,,,
"Rock of Ages, cleft for me",,,,,474,300,192,285,,
Rock that is higher,,,,,633,,,,,
Room in my heart,,,,,103,,,,,
Room in my heart,,,,314,,,,,,
Rose of Sharon,,,,,98,,,,,
Round the Lord in glory seated,,,,,74,,,,,
"Rouse, then, soldiers",,,,,499,,,,,
Sabbath dawn,,,,385,,,,,,
Sabbath eve,,,,778,,,,,,
Sabbath twilight,,,,800,,,,,,
Safe in the arms of Jesus,,,,,615,,,,,
Safe in the arms of Jesus,,,,222,,,,,,
Safe in the arms of Jesus.,,,,,615,,,226,,
Safe within the vail,,,,910,,,,,,
Safely thro’ another week,,,,388,,,,,,
Safely through another week,,,,,462,,,,,
Safely through another week.,,,,,462,384,85,124,,
"Saints of God, the dawn is bright’ning",,,,700,,,,,,
Salvation free,,,,379,,,,,,
Salvation!,,,,372,,,,,,
Saved by Grace,,,,,630,,,,,
Saved by grace,,,,884,,,,,,
Saved to serve,,,,474,,,,,,
Saved to the uttermost,,,,221,,,,,,
"Savior, breathe an evening",,,,,,49,,,,
"Savior, teach me",,,,,,193,,,,
Saviour and Friend,,,,340,,,,,,
Saviour mine,,,,,264,,,,,
Saviour mine,,,,326,,,,,,
"Saviour, again to Thy dear name we raise",,,,382,,,,,,
"Saviour, again to Thy dear name..",,,,,34,,27,34,,
"Saviour, blessed Saviour",,,,,287,,,,,
"Saviour, breathe an evening blessing",,,,,49,,,,,
"Saviour, breathe an evening blessing",,,,646,,,,,,
"Saviour, breathe an evening blessing",,,,647,,,,,,
"Saviour, keep me pure in heart",,,,287,,,,,,
"Saviour, lead me lest I stray",,,,527,,,,,,
"Saviour, like a shepherd",,,,729,,,,,,
"Saviour, like a Shepherd lead us",,,,729,394,545,18,18,,
"Saviour, more than life to me",,,,491,,,,,,
"Saviour, while my heart is tender",,,,,427,,,,,
Saviour! I follow on,,,,662,,,,,,
Saviour! Thy dying love,,,,614,,,,,,
Saviour! Thy dying love Thou gavest,,,,,283,,,,,
Scatter seeds of kindness,,,,568,,,,,,
Scorn praise of men,,,,748,,,,,,
Seals my pardon,,,,158,,,,,,
Secure,,,,364,,,,,,
See the leaves around us falling,,,,,491,,,,,
"See, Israel's gentle shepherd stands",,,,,411,,,,,
"See, Israel’s gentle shepherd stands",,,,182,,,,,,
Seek ye first the kingdom.,,,,,,224,,,,
Seeking for me,,,,75,,,,,,
Seeking the lost,,,,532,,,,,,
Seeking the lost.,,,,,,373,100,140,,
Send the light.,,,,,,,,312,,
Sent forth by God's blessing.,,,,,,407,,,,
Sevenfold amen..,,,,,,664,,,,
Shall I Let Him In?,,,,,565,,,,,
Shall I let Him in?,,,,20,,,,,,
Shall our cheeks be dry?,,,,159,,,,,,
Shall we gather at the river,,,,,555,432,176,259,,
Shall we gather at the river,,,,907,,,,,,
Shall we know each other there?,,,,891,,,,,,
Shall we meet beyond the river,,,,,557,,,,,
Shall we meet?,,,,921,,,,,,
Shall you? shall I?,,,,5,,,,,,
Shall you? shall I?.,,,,,568,,,315,,
"Shalom, my friends",,,,,,674,,,,
Sharing in the joy.,,,,,,,,80,,
She hath pass’d death’s chilling billow,,,,942,,,,,,
Shepherd divine,,,,820,,,,,,
"Shepherd divine, Thou leadest me",,,,,391,,,,,
Shepherd of tender youth,,,,,167,555,,,,
"Show pity, Lord; O Lord, forgive",,,,,240,,,,,
Showers of Blessing,,,,,652,195,,,,
Silent messengers,,,,696,,,,,,
"Silent night, holy night",,,,,102,143,,,,
Since Christ my soul from sin set free,,,,224,,,,,,
Since I have been redeemed,,,,,638,,,,,
Since I have been redeemed,,,,236,,,,,,
Since on my Saviour I believed,,,,290,,,,,,
Since to the Holiest none may enter,,,,,139,,,,,
Sing a new song to the Lord,,,,,,33,,,,
Sing it o’er and o’er again,,,,24,,,,,,
Sing of His mighty love,,,,240,,,,,,
Sing of Jesus forever,,,,453,,,,,,
Sing praise to God.,,,,,,29,,,,
Sing the wondrous love of Jesus...,,,,,,633,,,,
Sing them over again to me,,,,74,,,,,,
Sing them over again.,,,,,574,286,139,202,,
Sing to the great Jehovah's praise,,,,,,105,,,,
Sing we of the modern city,,,,,,194,,,,
Singing all the time,,,,232,,,,,,
Singing as we journey,,,,264,,,,,,
Sins of years are washed away,,,,106,,,,,,
"Sister, thou wast mild and lovely",,,,804,,,,,,
Sitting at the feet of Jesus,,,,648,,,,,,
Sitting at the feet of Jesus.,,,,,618,,46,64,,
Sleep not,,,,835,,,,,,
Sleeping on Guard,,,,,501,,,,,
Sleeping on guard,,,,592,,,,,,
So let our lips and lives express,,,,760,,,,,,
So may we,,,,267,,,,,,
So send I you,,,,,,578,,,,
Softly and tenderly Jesus is calling,,,,,563,287,103,143,,
Softly and tenderly Jesus is calling,,,,76,,,,,,
Softly fades the twilight ray,,,,800,,,,,,
Softly now the light of day,,,,,48,48,,,,
Softly now the light of day,,,,802,,,,,,
"Soldiers of Christ, arise",,,,,366,616,,,,
"Soldiers of Christ, arise!",,,,752,,,,,,
Soldiers of the cross,,,,627,,,,,,
Solid rock.,,,,,579,,,,,
Some day the silver cord will break,,,,,630,,,,,
Some day the silver cord will break,,,,884,,,,,,
Some sweet day,,,,872,,,,,,
"Some sweet day, by and by",,,,856,,,,,,
Someone will enter the pearly gate,,,,,568,,,,,
Someone will enter the pearly gate,,,,5,,,,,,
Something for Jesus,,,,,283,,,,,
Something for Jesus,,,,,658,,,,,
Something for Jesus,,,,189,,,,,,
Something for Jesus,,,,614,,,,,,
Sometime,,,,859,,,,,,
Sometime We'll Understand,,,,,495,,,,,
Sometimes a light surprises,,,,,254,,,,,
Sometimes I hear strange music..,,,,,,472,,,,
"Son of God, eternal Savior",,,,,,637,,,,
Songs of praise,,,,354,,,,,,
Songs of thankfulness and praise.,,,,,,145,,,,
Soon may the last glad song arise,,,,,201,,,,,
Soon shall the trump of God.,,,,,,419,,,,
Soon shall we meet,,,,932,,,,,,
Sorrow and care may meet,,,,874,,,,,,
Soul amid earth-sorrows dwelling,,,,875,,,,,,
Sound the alarm!,,,,14,,,,,,
Sound the battle cry,,,,510,,,,,,
Sound the battle cry.,,,,,499,614,,103,,
"Sound, sound the truth abroad!",,,,392,,,,,,
Sow in the morn thy seed,,,,715,,,,,,
"Sowing in the morning, sowing seeds of",,,,,621,369,55,76,,
"Sowing in the morning, sowing seeds of",,,,583,,,,,,
Sowing the seed by daylight fair,,,,56,,,,,,
Sowing the seed of the kingdom.,,,,,,,,92,,
Speak often to each other,,,,717,,,,,,
Speak to my soul,,,,554,,,,,,
Speak to my soul.,,,,554,,,15,15,,
"Speak, Lord, in the stillness",,,,,329,,,,,
"Speak, that I may speak",,,,834,,,,,,
Speed away!,,,,703,,,,,,
Speed on Thy truth,,,,695,,,,,,
Speed Thy servants,,,,698,,,,,,
Spend and be spent,,,,795,,,,,,
"Spirit divine, attend our prayer",,,,,213,,,,,
"Spirit divine, attend.",,,,,213,267,42,59,,
"Spirit of God, attend our prayers.",,,,,,267,,,,
"Spirit of God, descend..",,,,,,266,,,,
Spirit of the living God,,,,,,672,207,,,
Spirit of truth,,,,838,,,,,,
Spring has now unwrapped.,,,,,,95,,,,
Stand like the brave,,,,508,,,,,,
Stand like the brave.,,,,,576,610,,114,,
Stand on the Rock,,,,509,,,,,,
"Stand still and see! yea, see today",,,,,337,,,,,
Stand up for Jesus,,,,628,,,,,,
"Stand up, and bless the Lord",,,,404,,,,,,
Stand up! stand up for Jesus!,,,,628,,,,,,
Stand up! stand up for Jesus.,,,,,354,618,,112,,
Standing by a purpose true,,,,,497,,,312,,
Standing on the promises,,,,219,,,,,,
Standing on the promises.,,,,,321,518,,135,,
Star of our hope! He'll soon appear,,,,,188,174,,,,
Star of our hope...,,,,,,,,,,
Still with Thee,,,,829,,,,,,
"Still with Thee, 0 my God",,,,,315,,,,,
"Still, still with Thee",,,,,326,498,,,,
"Still, still with Thee",,,,668,,,,,,
Strains of music often greet me,,,,274,,,,,,
Stretch every nerve,,,,793,,,,,,
Strike for victory,,,,511,,,,,,
Strike! O strike for vict’ry,,,,511,,,,,,
Submission sweet,,,,463,,,,,,
Sun of my soul,,,,775,,,,,,
"Sun of my soul, 0 Saviour dear",,,,,321,502,93,159,,
Sunlight,,,,276,,,,,,
Sunlight in the Heart,,,,,612,,,,,
Sunlight in the heart,,,,229,,,,,,
Sunset and evening star,,,,,678,,,,,
Sunshine in the Soul,,,,,607,,,,,
Sunshine in the soul,,,,198,,,,,,
"Surely, surely",,,,,,688,,,,
Sweeping through the gates,,,,890,,,,,,
Sweet be thy rest,,,,,493,,,,,
Sweet be thy rest,,,,931,,,,,,
Sweet by and by,,,,,551,428,,,,
Sweet by and by,,,,879,,,,,,
Sweet hour of prayer,,,,741,,,,,,
Sweet hour of prayer.,,,,,316,478,135,199,,
"Sweet is the work, my God, my King",,,,,46,,,,,
Sweet Name,,,,,517,,,,,
Sweet Peace,,,,,609,,,,,
"Sweet peace, the gift of God’s love",,,,208,,,,,,
Sweet promise is giv’n to all who believe,,,,894,,,,,,
Sweet promise is given to all who.,,,,,548,600,165,240,,
Sweet Sabbath School! more dear to me,,,,608,,,,,,
Sweet Sabbath School.,,,,,,,83,123,,
Sweet the moments,,,,130,,,,,,
Sweet the time,,,,749,,,,,,
"Sweet the time, exceeding sweet",,,,,516,,,180,,
Sweet to-day,,,,487,,,,,,
"Sweet, sweet Spirit..",,,,,,262,,,,
Sweetly sing,,,,255,,,,,,
Sweetly the holy hymn,,,,,40,,,,,
Sweetly the holy hymn,,,,460,,,,,,
Take all my sin away,,,,149,,,,,,
Take me as I am,,,,103,,,,,,
Take my heart,,,,170,,,,,,
"Take my heart, O Father, take it",,,,,269,,,,,
Take my Life and Let It Be,,,,,273,330,146,207,,
"Take my life, and let it be",,,,316,,,,,,
Take the name of Jesus with you,,,,216,,,,,,
Take the name of Jesus with you.,,,,,523,474,28,35,,
"Take the world, but give me ........",,,,,596,329,145,206,,
"Take the world, but give me Jesus",,,,315,,,,,,
Take time to be holy,,,,485,,,,,,
Take time to be holy.,,,,,603,500,134,192,,
Tarry by the living waters,,,,206,,,,,,
"Teach me Father, what to say",,,,,,492,136,,,
"Teach me, that I may teach",,,,836,,,,,,
Tell it again,,,,582,,,,,,
Tell it to every kindred,,,,,,202,,,,
Tell it to every kindred and nation,,,,,543,,,,,
Tell it to Jesus,,,,515,,,,,,
"Tell me the old, old story",,,,311,,,,,,
"Tell me the Old, Old story.",,,,,524,196,,69,,
Tell me the story of Jesus,,,,40,,,,,,
Tell me the story of Jesus.,,,,,534,152,34,43,,
"Tell out, my soul, the greatness....",,,,,,31,,,,
Ten thousand harps,,,,342,,,,,,
Ten thousand times,,,,917,,,,,,
Ten thousand times ten thousand,,,,,306,433,,,,
Thanks at meals,,,,471,,,,,,
Thanks to God whose word.,,,,,,276,,,,
That dreadful day,,,,157,,,,,,
That glorious day is coming,,,,,,209,,,,
That song of old,,,,390,,,,,,
The advent of our God......,,,,,,117,,,,
The angel of the Lord encampeth,,,,529,,,,,,
The beatitudes,,,,468,,,,,,
The beautiful beyond,,,,851,,,,,,
The Best Friend Is Jesus,,,,,528,,,,,
The best friend is Jesus,,,,50,,,,,,
The best of days,,,,421,,,,,,
The better land,,,,883,,,,,,
The Blessed Hope,,,,,371,,,,,
The Breaking of the Day,,,,,182,,,,,
The bright forever,,,,873,,,,,,
The call for reapers,,,,547,,,,,,
The Church has one foundation,,,,619,,,,,,
The church has one foundation.,,,,,433,348,195,,,
The church has waited long,,,,,177,217,,,,
The cleansing wave,,,,110,,,,,,
The cleansing wave.,,,,,598,332,,,,
The cloud and fire,,,,518,,,,,,
The Comforter Has Come,,,,,526,,,,,
The Comforter has come,,,,193,,,,,,
The Comforter with us,,,,459,,,,,,
The coming King is at the door,,,,,546,,157,234,,
The coming King is at the door,,,,930,,,,,,
The cross that He gave,,,,494,,,,,,
The cross! it standeth fast,,,,213,,,,,,
The crowning day,,,,857,,,,,,
The dawn of God's dear Sabbath,,,,,467,40,,,,
The dawn of God’s dear Sabbath,,,,385,,,,,,
The day awakes,,,,374,,,,,,
"The day is dead, and Egypt’s night returning",,,,38,,,,,,
The day is past,,,,774,,,,,,
The day is past and over.,,,,,,,,132,,
The day of resurrection,,,,,135,,,,,
The day of toil,,,,755,,,,,,
"The day of wrath, that dreadful day",,,,157,,,,,,
"The day Thou gavest, Lord, is ended",,,,,57,56,,,,
The dove of peace,,,,209,,,,,,
The faithful three,,,,521,,,,,,
The fields are white,,,,630,,,,,,
The first noel the angel did say,,,,,108,118,,,,
The gate ajar for me,,,,91,,,,,,
The glories of that heav’nly land,,,,938,,,,,,
The glory of the spring how sweet,,,,,95,,,,,
The glory song.,,,,,,435,,,,
The God of Abraham praise,,,,,76,11,,,,
The golden morning is fast approaching,,,,,547,205,164,239,,
The golden morning is fast approaching,,,,892,,,,,,
The gospel lived out,,,,760,,,,,,
The gospel trump is sounding,,,,115,,,,,,
The grand old story of salvation,,,,34,,,,,,
"The great decisive day is at hand, is at hand!",,,,127,,,,,,
The great Physician,,,,94,,,,,,
The great Physician now is near...,,,,,530,254,111,150,,
The hand that made us,,,,,91,,,,,
The hand that made us,,,,329,,,,,,
The handwriting on the wall,,,,48,,,,,,
The haven of rest,,,,211,,,,,,
The head that once was crowned.,,,,,,199,,,,
The heav’ns declare Thy glory,,,,373,,,,,,
The Helping Word,,,,,629,,,,,
The helping word,,,,559,,,,,,
The Herald Angels Sing,,,,,111,,,,,
The herald angels sing,,,,353,,,,,,
The hidden years at Nazareth,,,,,114,,,,,
The holiest name,,,,217,,,,,,
The home where changes never come,,,,,616,,,,,
The home where changes never come,,,,551,,,,,,
The Homeland,,,,855,,,,,,
The homeland! O the homeland..,,,,,639,436,,,,
The hour of prayer,,,,,325,,,,,
The hour of prayer,,,,595,,,,,,
The judgement has set.,,,,,482,416,171,253,,
The King of love,,,,403,,,,,,
The King of love my Shepherd...,,,,,86,197,,29,,
The King shall come when morning,,,,,194,215,,,,
The Larger Prayer,,,,,328,,,,,
The larger prayer,,,,830,,,,,,
The last call of mercy,,,,136,,,,,,
The Lily of the Valley,,,,246,,,,,,
The living church,,,,727,,,,,,
The living law,,,,777,,,,,,
The Lord be with us as we bend,,,,,37,,,,,
The Lord be with us as we bend,,,,406,,,,,,
The Lord bless us and keep us,,,,839,,,,,,
The Lord bless you and keep you,,,,,695,669,,,,
The Lord first empties,,,,122,,,,,,
The Lord in Zion reigneth,,,,,7,7,,,,
The Lord in Zion reigneth!,,,,349,,,,,,
The Lord is coming! let this be,,,,,187,200,,,,
"The Lord is in His holy temple,",,,,,690,687,,,,
"The Lord is in His holy temple,",,,,,690,692,,,,
"The Lord is in His holy temple,",,,,,699,687,,,,
The Lord is in His holy temple.,,,,,699,692,,,,
The Lord is in His holy temple.,,,,,703,687,,,,
The Lord is in His holy temple.,,,,,703,692,,,,
The Lord is my light,,,,528,,,,,,
The Lord is my light.,,,,,577,515,,181,,
The Lord is my Shepherd,,,,665,,,,,,
The Lord is my Shepherd,,,,666,,,,,,
"The Lord is my Shepherd, no want",,,,,405,,,,,
The Lord is our Leader,,,,667,,,,,,
The Lord Jehovah reigns,,,,,11,,,,,
The Lord my pasture shall prepare,,,,675,,,,,,
The Lord my trust,,,,675,,,,,,
The Lord will provide,,,,702,,,,,,
"The Lord worketh, let us work too",,,,819,,,,,,
The Lord's my Shepherd,,,,,260,,,,,
The Lord's my Shepherd.,,,,,405,,132,191,,
The Lord's my shepherd.,,,,,,546,,,,
The Lord's my shepherd.,,,,,,552,,,,
The Lord's our Rock.,,,,505,585,528,20,20,,
"The Lord’s my Shepherd, I’ll not want",,,,769,,,,,,
"The Lord’s our Rock, in Him we hide",,,,505,,,,,,
The Lord’s prayer,,,,469,,,,,,
The love of Jesus,,,,85,,,,,,
The love that Jesus had for,,,,,,,,42,,
The Matchless Worth,,,,,161,,,,,
The matchless worth,,,,262,,,,,,
The Mercy Seat,,,,,241,,,,,
The mercy seat,,,,801,,,,,,
The mistakes of my life are many,,,,84,,,,,,
The Morning Bright,,,,,18,,6,,,
The morning light is breaking,,,,,454,,,,,
The morning light is breaking,,,,719,,,,,,
The name of Jesus,,,,215,,,,,,
The name of Jesus is so sweet,,,,,643,,,,,
The needy poor,,,,694,,,,,,
The night is coming,,,,720,,,,,,
The Ninety and Nine,,,,,673,,,,,
The ninety and nine,,,,61,,,,,,
The Old Rugged Cross,,,,,533,159,,,,
The one thing needful,,,,780,,,,,,
The only Lord,,,,355,,,,,,
The Passover,,,,38,,,,,,
The place of prayer,,,,825,,,,,,
The power of Jesus’ name,,,,259,,,,,,
The pure in heart,,,,786,,,,,,
The rising day,,,,447,,,,,,
The Rock That Is Higher,,,,,633,,,,,
The Rock that is higher,,,,613,,,,,,
The Sabbath day has reached its close,,,,,61,,,,,
The sacred anthem slowly rang.,,,,,,386,,,,
The sacred book,,,,764,,,,,,
The Savior is waiting.,,,,,,289,,,,
The Saviour bids us watch.,,,,,,,,94,ht801,
The Saviour with me,,,,541,,,,,,
The Seventh is for Jesus,,,,,,,203,,,
"The shadows lengthen, Lord, with me",,,,,698,,,,,
The shadows of the evening hours,,,,,54,,,,,
The Solid Rock,,,,,581,,,,,
The solid Rock,,,,294,,,,,,
The Son of God goes forth to war,,,,,361,,,,,
The Son of God goes forth to war,,,,693,,,,,,
The Son of God proclaim.,,,,,,411,,,,
The song of Jubilee,,,,901,,,,,,
The spacious firmament on high,,,,329,,,,,,
The spacious firmament on high..,,,,,91,96,,,,
The Spirit of the Lord revealed,,,,,,261,,,,
The spreading gospel,,,,373,,,,,,
The spring-tide,,,,428,,,,,,
The sprinkled blood,,,,116,,,,,,
"The strife is o'er, the battle done.",,,,,,172,,,,
The sun is on the land and sea,,,,,45,,,,,
The sun rolls down the distant west,,,,,59,,,,,
The sweetest name,,,,400,,,,,,
The temperance call,,,,587,,,,,,
The tempter to my soul hath said,,,,,253,,,,,
The tempter to my soul hath said,,,,753,,,,,,
The thought of God,,,,434,,,,,,
The thought of Thee,,,,449,,,,,,
The time is near,,,,923,,,,,,
The time is near when Zion's sons,,,,,307,,,,,
The unveiled Christ,,,,,,178,,,,
The valley of blessing,,,,292,,,,,,
The very same Jesus,,,,7,,,,,,
The voice of Jesus,,,,359,,,,,,
